图书ID,书名,作者,出版社,是否借出
1119,朗读者.2,主编董卿,人民文学出版社,0
1120,朗读者.1,主编董卿,人民文学出版社,0
1121,刘醒龙自选集,刘醒龙著,天地出版社,0
1122,去你家玩好吗,韩寒主编,三秦出版社,0
1123,读库.2106,主编张立宪,新星出版社,0
1124,顾城作品精选,顾城著,长江文艺出版社,0
1125,北岛作品精选,北岛著,长江文艺出版社,0
1126,王小波作品精选,王小波著,长江文艺出版社,0
1127,残雪自选集,残雪著,海南出版社,0
1128,在这复杂世界里,一个工作室主编,浙江文艺出版社,0
1129,中国校园文学精选,郭赛 ... [等] 选编,长江文艺出版社,0
1130,我心里有个小小人,虫虫著绘,北京联合出版公司,0
1131,春风十里不如你,冯唐[著],北京联合出版公司,0
1132,释疑者,陈忠实著,人民文学出版社,0
1133,史铁生作品精选,史铁生著,华夏出版社,0
1134,郁达夫,李兰江选编,文汇出版社,0
1135,严歌苓作品精选,严歌苓著,长江文艺出版社,0
1136,春风如酒:过有诗意的生活,宗白华作品,江苏凤凰文艺出版社,0
1137,张枣诗文集,颜炼军编,四川文艺出版社,0
1138,顾城作品,顾城著,长江文艺出版社,0
1139,海子作品,海子著,长江文艺出版社,0
1140,2019年中国女性文学选,张莉编,清华大学出版社,0
1141,中国当代文学史.作品选,洪子诚主编,长江文艺出版社,0
1142,人到中年,谌容,作家出版社,0
1143,中国当代文学史作品选.修订版,洪子诚主编,北京大学出版社,0
1144,路翎作品新编,朱珩青编,人民文学出版社,0
1145,必有人重写爱情,北岛著,海南出版社,0
1146,施蛰存精选集,施蛰存著,北京燕山出版社,0
1147,中国现代文学名作选读,魏家文编著,贵州大学出版社,0
1148,东伦敦的烟火味,东方静好著,上海文艺出版社,0
1149,汪曾祺集,汪曾祺著,花城出版社,0
1150,汪曾祺作品,汪曾祺著,长江文艺出版社,0
1151,余光中作品精选,余光中著,长江文艺出版社,0
1152,周国平自选集,周国平著,海南出版社,0
1153,当年的体温.修订版,王开岭著,书海出版社,0
1154,海子作品精选,海子著,长江文艺出版社,0
1155,命运之谜,史铁生著,河南人民出版社,0
1156,奶奶的星星,史铁生著,山东画报出版社,0
1157,《萌芽》2008年度佳作,《萌芽》杂志社选编,漓江出版社,0
1158,这个世界有谁知道你曾经来过,袁存亮著,中国文联出版社有限公司,0
1159,送行,袁哲生著,四川人民出版社,0
1160,感悟人文,周立伟著,北京理工大学出版社,0
1161,秋天的怀念,史铁生著,华夏出版社,0
1162,心有锦缎,央视新闻编著,金城出版社,0
1163,再见冬妮娅,毛喻原作品,中信出版社,0
1164,鲤·严肃点！文学,张悦然主编,北京联合出版公司,0
1165,蒋公的面子,温方伊著,南京大学出版社,0
1166,读中文系的人,林文月著,文化艺术出版社,0
1167,槐园梦忆,梁实秋著,天津人民出版社,0
1168,汪曾祺自选集,汪曾祺著,商务印书馆,0
1169,接招,西川著,西苑出版社,0
1170,读库.2401,张立宪主编,新星出版社,0
1171,念楼学短,钟叔河著,岳麓书社,0
1172,故事新编:百年纪念版,鲁迅著,崇文书局,0
1173,古文辞类纂,(清) 姚鼐纂集,上海古籍出版社,0
1174,遇见，醉美古文,秋水著,长江文艺出版社,0
1175,汉魏六朝文精选,曹道衡编选,商务印书馆,0
1176,浮生六记,(清) 沈复著,中国华侨出版社,0
1177,三苏文,叶玉麟选注,商务印书馆,0
1178,闲情偶寄,(清) 李渔著,崇文书局,0
1179,陶庵梦忆,(明) 张岱著,西苑出版社,0
1180,夢溪筆談,(宋) 沈括撰,中华书局,0
1181,闲情偶寄译注,辛雅敏译注,上海三联书店,0
1182,李贽小品文笺注,张建业编著,社会科学文献出版社,0
1183,幽梦影,张潮撰,中州古籍出版社,0
1184,唐宋八大家散文全鉴,东篱子解译,中国纺织出版社,0
1185,教你看懂梦溪笔谈,高谈文化,当代世界出版社,0
1186,唐宋八大家文章精华.第2版,熊礼汇编撰,湖北人民出版社,0
1187,明清小品,文心工作室编著,上海三联书店,0
1188,唐宋八大家文选,国学典藏书系丛书编委会,吉林出版集团有限责任公司,0
1189,韩昌黎文集校注,(唐) 韩愈著,上海古籍出版社,0
1190,枕边闲书:古典中的雅趣,(清) 沈复等著,中国华侨出版社,0
1191,梦溪笔谈全鉴:珍藏版,(北宋) 沈括著,中国纺织出版社,0
1192,图解《闲情偶寄》,李渔著,浙江工商大学出版社,0
1193,唐文选,李浩选,人民文学出版社,0
1194,韓昌黎文集校注.第3版,(唐) 韓愈著,上海古籍出版社,0
1195,晚明散文选,汤化注评,中州古籍出版社,0
1196,唐宋古文选,王水照编选,凤凰出版社,0
1197,唐宋八大家散文鉴赏,(唐) 韩愈等著,中国文联出版社,0
1198,增评唐宋八家文读本,(清) 沈德潜选评,崇文书局,0
1199,板桥杂记.第2版,(清) 余怀撰,青岛出版社,0
1200,陶菴夢憶 西湖夢尋,(明) 張岱著,浙江古籍出版社,0
1201,西湖梦寻:经典译评版,张岱著,中国画报出版社,0
1202,板桥杂记,余怀著,人民文学出版社,0
1203,板桥杂记,(清) 余怀著,中州古籍出版社,0
1204,秋灯琐忆:外两篇,(清) 蒋坦著,中国友谊出版公司,0
1205,闲情偶寄:艺术生活的结晶,颜天佑编撰,九州出版社,0
1206,小倉山房尺牘,(清) 袁枚,浙江人民美术出版社,0
1207,闲情偶寄全鉴,(清) 李渔著,中国纺织出版社,0
1208,闲情偶寄,(清) 李渔著,岳麓书社,0
1209,唐宋文醇,(清) 乾隆御定,上海科学技术文献出版社,0
1210,海日楼题跋集:沈曾植著作集,沈曾植著,中华书局,0
1211,福乐智慧,尤素甫·哈斯·哈吉甫著,华文出版社,0
1212,瞥见死神:艺术写作的一次试验:an experiment in art writing,(英) T. J.克拉克著,江苏美术出版社,0
1213,感动心灵的西方美术,丁宁著,北京大学出版社,0
1214,艺术与文化.第2版,(美) 克莱门特·格林伯格著,广西师范大学出版社,0
1215,新艺术史批评导论,(英) 乔纳森·哈里斯著,江苏美术出版社,0
1216,批评的艺术史家,(英) 迈克尔·波德罗著,商务印书馆,0
1217,“当代艺术”:世纪骗术:《艺术的阴谋》更新版,河清著,上海古籍出版社,0
1218,失落与寻回:为什么没有伟大的女艺术家,(美) 琳达?诺克林等著,中国人民大学出版社,0
1219,女性，艺术与权力,(美) 琳达·诺克林著,广西师范大学出版社,0
1220,艺术与文化:critical essays,(美) 克莱门特·格林伯格著,上海三联书店,0
1221,艺术与文化,(美) 克莱门特·格林伯格著,广西师范大学出版社,0
1222,重返风景:当代艺术的地景再现,(法) 卡特琳·古特著,华东师范大学出版社,0
1223,艺术的阴谋,河清,江苏人民出版社,0
1224,没有围墙的博物馆,迩多著,浙江大学出版社,0
1225,另类准则:直面20世纪艺术:confrontations with twentieth-century art,(美) 列奥·施坦伯格著,江苏美术出版社,0
1226,艺术中的黄金、宝石与珠宝,(意) 西尔维亚·马拉古齐著,华中科技大学出版社,0
1227,观念与形式:当代批评语境中的视觉艺术,段炼著,文化艺术出版社,0
1228,1960年以来的艺术,(英) 迈克尔·阿彻著,上海人民美术出版社,0
1229,看与思:读解西方艺术图像,李远行著,中国人民大学出版社,0
1230,退步集,陈丹青著,广西师范大学出版社,0
1231,吾土吾地:中国当代艺术的在地性,易雨潇著,北京交通大学出版社,0
1232,中国艺术批评史,凌继尧主编,上海人民出版社,0
1233,重要的是现场,邱志杰著,中国人民大学出版社,0
1234,关键在于实验:巫鸿中国当代艺术文集:collected works on contemporary Chinese art by Wu Hung,(美) 巫鸿著,河南文艺出版社,0
1235,李叔同谈艺,李叔同著,陕西师范大学出版社,0
1236,观念艺术:解构与重建的诗学,张晓凌著,吉林美术出版社,0
1237,废墟的故事:中国美术和视觉文化中的“在场”与“缺席”:presence and absence in Chinese art and visual c,(美) 巫鸿著,上海人民出版社,0
1238,绘画反对图像,汪民安著,中国社会科学出版社,0
1239,北大艺术评论,主编王一川,商务印书馆,0
1240,自治与他治:艺术批评论文集,王建玉著,中国社会科学出版社,0
1241,搅局:我来戳艺术江湖的泡泡,陈晓峰著,新星出版社,0
1242,中国女性主义艺术性修辞学,佟玉洁著,广西师范大学出版社,0
1243,作为表现和观念的“抽象”,漆麟著,人民出版社,0
1244,发现艺术之美,吴式南著,鹭江出版社,0
1245,现代生活的画家,(法) 夏尔·波德莱尔著,商务印书馆,0
1246,西方艺术与性文化,张朝晖编著,学林出版社,0
1247,弗朗西斯·培根,著 (英) 马丁·哈默尔,广西美术出版社,0
1248,艺术社会学三论,(德) 瓦尔特·本雅明著,南京大学出版社,0
1249,这就是马蒂斯,(英) 凯瑟琳·英格拉姆著,天津人民出版社,0
1250,西方现代艺术批评,(法)让-吕克·夏吕姆著,文化艺术出版社,0
1251,西方现代艺术批判,王天兵著,中国人民大学出版社,0
1252,你不可不知道的欧洲艺术:建筑  雕塑  绘画,刘绮文,中国旅游出版社,0
1253,罗伯特·劳申伯格,著 (英) 凯瑟琳·克拉夫特,广西美术出版社,0
1254,安迪·沃霍尔,著 (美) 约瑟夫·D.凯特纳二世,广西美术出版社,0
1255,布赖斯·马登,著 (美) 艾琳·克斯特罗,广西美术出版社,0
1256,安塞尔姆·基弗,著 (美) 马修·毕罗著,广西美术出版社,0
1257,这就是沃霍尔,(英) 凯瑟琳·英格拉姆著,天津人民出版社,0
1258,汪小洋学术代表作,汪小洋著,东南大学出版社,0
1259,曼荼罗之研究,原著栂尾祥云,中国藏学出版社,0
1260,TAIYOU:松本大洋自選画集,松本大洋著,小学館,0
1261,我们这一代,肖全,花城出版社,0
1262,且喜人间好时节:清代王府的影像美学,关欣著,人民美术出版社,0
1263,发现青海:100个最美观景拍摄地,李栓科主编,北京联合出版公司,0
1264,龙川江上:高黎贡山的一千零一面:the one thousand and faces of the Gaoligong Mountains,刘正凡著,知识产权出版社,0
1265,温润的爱,周伯洁著,知识产权出版社,0
1266,山河无恙,左红著,电子工业出版社,0
1267,极目长河,董保华摄影,黄河水利出版社,0
1268,格陵兰消逝的梦,罗晓韵著,电子工业出版社,0
1269,百名摄影师聚焦陕西,朱宝霞,中国文联出版社,0
1270,内心的寂静:亨利·卡蒂埃－布列松人像摄影作品集,(法) 阿格尼丝·赛壬序,北京美术摄影出版社,0
1271,美之地图:women of the world in 500 portraits,(罗马尼亚) 米哈埃拉·诺洛茨著,广西师范大学出版社,0
1272,卡什·肖像经典,(加) 陈淳焘编,上海世界图书出版公司,0
1273,在漫长的旅途中,星野道夫,上海人民出版社,0
1274,荒野之歌:国际野生生物摄影年赛精选:the masters of nature photography,(英) 罗莎蒙德·基德曼·考克斯编著,北京联合出版公司,0
1275,我的爱猫奇洛,(日) 荒木经惟著,中信出版集团股份有限公司,0
1276,遗失在西方的中国史:老北京皇城写真全图,(瑞典) 喜仁龙著,广东人民出版社,0
1277,当代建筑写真,乔万尼·普莱苏蒂,奥斯卡·里拉·奥赫达出版社,0
1278,纹样物语,(日) 笕菜奈子著,中国青年出版社,0
1279,世界纹样,(英) 欧文·琼斯著,商务印书馆,0
1280,樋口愉美子的12个月刺绣,(日) 樋口愉美子著,河南科学技术出版社,0
1281,基础绣法入门私享课:刺绣、十字绣、珠绣、贴布绣,(日) 寺西 恵里子著,机械工业出版社,0
1282,日本企業識別設計,美工圖書社編,邯鄲出版社,0
1283,Logo 新语 :,深圳市艺力文化发展有限公司,大连理工大学出版社,0
1284,CI设计,成朝晖编著,中国美术学院出版社,0
1285,设计的语言,(英) 迪耶·萨迪奇著,广西师范大学出版社,0
1286,品牌元素:LOGO设计,善本出版有限公司编著,华中科技大学出版社,0
1287,现代设计元素.版式设计,陆红阳,广西美术出版社,0
1288,日本平面创意设计年鉴,(日) work corporation,中国青年出版社,0
1289,大胆设计:法国最新平面设计作品集:new graphic design in france grégoire noyelles,(法) 查理著,辽宁科学技术出版社,0
1290,UI图标创意设计,童元园编著,人民邮电出版社,0
1291,鲸鱼在喷水,佐藤卓,中信出版社,0
1292,Logo之美:创意视觉标志设计:the art of creating visual identities,(英) Gareth Hardy著,人民邮电出版社,0
1293,跟着大师学压花,(美) 谢荔著,机械工业出版社,0
1294,世界徽章鉴赏指南:珍藏版.第2版,《深度军事》编委会编著,清华大学出版社,0
1295,椀一式:手边的漆器,(日) 原研哉编著,重庆大学出版社,0
1296,面具:人类的自我伪装与救赎:the art of expression,(英) 约翰·马克主编,南方日报出版社,0
1297,纸艺术,深圳市艺力文化发展有限公司编,大连理工大学出版社,0
1298,川畑文昭超造型动物折纸,(日) 川畑文昭著,中国纺织出版社有限公司,0
1299,最新版折纸大全,(英) 里克·比奇著,河南科学技术出版社,0
1300,花型衍纸:花和颜色的视觉享受,(日) 中谷资子著,中国纺织出版社,0
1301,立体构成:三谷纯的弧线立体折纸之美,(日) 三谷纯编著,中国纺织出版社,0
1302,设计折学:用一张纸引发你的空间想象力,(英) 保罗·杰克逊著,上海人民美术出版社,0
1303,面具之道,(法) 克洛德·列维-斯特劳斯著,中国人民大学出版社,0
1304,重新发现亚洲电影:二十一世纪的跨国生产与传播,郝延斌著,东南大学出版社,0
1305,美丽之味:侯麦电影随笔,(法) 埃里克·侯麦著,中信出版集团股份有限公司,0
1306,好莱坞类型电影,(美) 托马斯·沙茨著,四川人民出版社,0
1307,好莱坞:电影与意识形态:cinema et ideologie,(法) 雷吉斯·迪布瓦著,商务印书馆,0
1308,修昔底德四论,任军锋著,华东师范大学出版社,0
1309,碎片化的历史学:从<<年鉴>>到“新史学”,(法) 弗朗索瓦·多斯著,北京大学出版社,0
1310,西方的历史观念:从古希腊到现代:from ancient greece to the present.修订版,王晴佳著,北京师范大学出版社,0
1311,叙事的转向:当代西方史学理论的考察,彭刚著,北京大学出版社,0
1312,西方史学史.第4版,郭小凌主编,北京师范大学出版社,0
1313,德国的历史观:从赫尔德到当代历史思想的民族传统,(德) 格奥尔格·G. 伊格尔斯著,商务印书馆,0
1314,希罗多德《历史》:描述历史的均衡,(日) 中务哲郎著,生活·读书·新知三联书店,0
1315,叙事的转向:当代西方史学理论的考察.第2版,彭刚著,北京大学出版社,0
1316,通鉴学,张煦侯著,北京联合出版公司,0
1317,中国古代的社会与国家,(日) 增渊龙夫著,上海古籍出版社,0
1318,宅兹中国:重建有关“中国”的历史论述,葛兆光著,中华书局,0
1319,中国现代价值观的初生历程:从李贽到戴震,吴根友著,武汉大学出版社,0
1320,血酬定律:中国历史中的生存游戏,吴思著,中国工人出版社,0
1321,哈佛极简中国史:从文明起源到20世纪.第2版,(美) 阿尔伯特·克雷格著,中信出版集团股份有限公司,0
1322,华烛帐前明:从文物看古人的生活与战争,杨泓著,黄山书社,0
1323,中国历史通论.增订本,王家范著,生活·读书·新知三联书店,0
1324,国史新论,钱穆著,九州出版社,0
1325,国史要义,柳诒徵著,上海古籍出版社,0
1326,西方汉学十六讲,主编张西平,外语教学与研究出版社,0
1327,透过地理看历史,李不白著,台海出版社,0
1328,青史读来总断肠,张秀枫主编,二十一世纪出版社,0
1329,天人之际,葛剑雄著,九州出版社,0
1330,千年悖论:人性的历史实验记录.第2版,张宏杰著,重庆出版社,0
1331,半学术:读书与存真,张剑光著,上海人民出版社,0
1332,中国大历史,黄仁宇著,九州出版社,0
1333,中国人:他们的故事和文化:their history and culture,(美) 赖德烈著,北京大学出版社,0
1334,中国好人:刀尔登读史,刀尔登著,山西人民出版社,0
1335,俄罗斯汉学三百年,阎国栋著,学苑出版社,0
1336,历史的游荡者,李硕著,上海人民出版社,0
1337,宫崎市定中国史,(日) 宫崎市定著,民主与建设出版社有限责任公司,0
1338,史学方法导论,傅斯年著,中华书局,0
1339,“天命”如何转移:清朝“大一统”观的形成与实践,杨念群著,上海人民出版社,0
1340,读史有学问-第2版,冷成金著,南海出版公司,0
1341,世界汉学,中国艺术研究院中国文化研究所编辑,世界汉学杂志社,0
1342,中国历史研究法,梁启超著,中华书局,0
1343,陈垣史源学杂文.增订本,陈智超编注,生活·读书·新知三联书店,0
1344,中国古代佞幸史,王丙岐著,香港天马出版有限公司,0
1345,帝制与盛世:汉唐明的时代:公元1500年之前,李晓鹏著,天地出版社,0
1346,大中国史:中国第一部完整意义上的通史,吕思勉著,吉林出版集团有限责任公司,0
1347,中国通史,吕思勉著,中华书局,0
1348,忍不住想看的历史冷知识,赵珮宏著,长江文艺出版社,0
1349,极简中国史,吕思勉著,天津人民出版社,0
1350,龙套也疯狂:小人物的大历史,文浩著,陕西师范大学出版总社,0
1351,马伯庸笑翻中国简史,马伯庸著,北京联合出版公司,0
1352,从历史看时代转移,许倬云著,广西师范大学出版社,0
1353,图文中国史,樊树志著,中华书局,0
1354,符号里的中国,赵运涛著,中华书局,0
1355,中国历代谜案,古山月著,中国书籍出版社,0
1356,冷历史,三不著,浙江人民出版社,0
1357,趣历史:那些耐人寻味的历史故事,秦涛著,中国法制出版社,0
1358,半小时漫画中国史:其实是一本严谨的极简中国史,二混子著,江苏凤凰文艺出版社,0
1359,半小时漫画中国史.5,陈磊著,文汇出版社,0
1360,古代人的日常生活,讲历史的王老师著,江苏凤凰文艺出版社,0
1361,半小时漫画中国史.2,陈磊著,海南出版社,0
1362,半小时漫画中国史:其实是一本严谨的极简中国史.4,陈磊著,海南出版社,0
1363,北大历史课,程门立雪编著,人民邮电出版社,0
1364,一读就上瘾的中国史,温伯陵著,台海出版社,0
1365,将相本无种:历史的闲言碎语,杨自强,上海书店出版社,0
1366,中华史纲,蔡美彪著,社会科学文献出版社,0
1367,历史老师没教过的历史,忆江南著,浙江大学出版社,0
1368,历史老师没教过的历史.4,忆江南著,浙江大学出版社,0
1369,历史老师没教过的历史,忆江南著,浙江大学出版社,0
1370,历史老师没教过的历史.2,忆江南著,浙江大学出版社,0
1371,北大历史讲座,胡适等著,哈尔滨出版社,0
1372,中华上下五千年,宛华主编,中国华侨出版社,0
1373,中国全史.丑史篇,曹金洪主编,中国言实出版社,0
1374,枢纽:3000年的中国,施展著,广西师范大学出版社,0
1375,中国史,吕思勉著,北京联合出版公司,0
1376,中华上下五千年,杨永胜主编,外文出版社,0
1377,历史总是这样残忍,周慕白著,中央广播电视大学出版社,0
1378,陈舜臣说十八史略:中国历史极简本,(日) 陈舜臣著,陕西师范大学出版总社,0
1379,中国历史常识全知道,程如明编著,中央编译出版社,0
1380,中国的历史,吕思勉著,新世界出版社,0
1381,中国通史,吕思勉著,巴蜀书社,0
1382,楚汉双雄,渤海小吏著,台海出版社,0
1383,超好看半小时漫画中国史,胡策陌著,国际文化出版公司,0
1384,故事里的中国史,李娟编著,中国华侨出版社,0
1385,历史的帘子,郑云鹏著,华文出版社,0
1386,一看就停不下来的中国史,最爱君著,台海出版社,0
1387,你不知道的历史冷知识,韦明辉著,辽宁人民出版社,0
1388,中国简史,吕思勉著,北京理工大学出版社,0
1389,极简中国史,马勇著,海峡书局,0
1390,读史有智慧,冷成金著,重庆出版社,0
1391,草与禾:中华文明4000年融合史,波音著,中信出版集团股份有限公司,0
1392,简读中国史:中国历代腐败背后的权力与财政,张宏杰著,岳麓书社,0
1393,历史的正面与侧面,吴晗著,中国华侨出版社,0
1394,历史的盛宴,吕思勉等著,新世界出版社,0
1395,历代悬案:透析悬案背后的历史细节,程关云著,台海出版社,0
1396,大辽王朝,刘学铫著,陕西人民出版社,0
1397,金宋关系史研究.增订本,赵永春著,商务印书馆,0
1398,金人“中国”观研究,熊鸣琴著,上海古籍出版社,0
1399,西辽帝国,赤军著,中国国际广播出版社,0
1400,西辽帝国传奇,赤军著,中国国际广播出版社,0
1401,西夏文化研究,史金波著,中国社会科学出版社,0
1402,西夏通史,李范文主编,宁夏人民出版社,0
1403,西夏与周边民族关系,杜建录著,甘肃文化出版社,0
1404,大元史与新清史:以元代和清代西藏和藏传佛教研究为中心:studies on Tibet and Tibetan buddhism during...,沈卫荣著,上海古籍出版社,0
1405,元明江南政治生态与社会发展,李治安主编,中国社会科学出版社,0
1406,元朝那些事儿,昊天牧云著,中国工人出版社,0
1407,元史十八讲,李治安著,中华书局,0
1408,姹紫嫣红开遍,王小舒著,上海古籍出版社,0
1409,铁血蒙元,易中天著,浙江文艺出版社,0
1410,蒙古帝国视野下的元史与东西文化交流,邱轶皓著,上海古籍出版社,0
1411,万历十五年,黄仁宇著,中华书局,0
1412,明史讲义,孟森撰,上海古籍出版社,0
1413,万历十五年.增补本,黄仁宇著,九州出版社,0
1414,晚明史:1573-1644.第2版,樊树志,复旦大学出版社,0
1415,明史:多重性格的时代,王天有，高寿仙著,中信出版集团,0
1416,明清思想与文化,吕妙芬主编,世界图书出版公司,0
1417,吴晗讲明代简史,吴晗著,河海大学出版社,0
1418,明朝那些事儿.增补版,当年明月著,北京联合出版公司,0
1419,明朝那些事儿,当年明月著,浙江人民出版社,0
1420,明朝那些事儿.典藏本,当年明月著,中国海关出版社,0
1421,明朝十大奇案.插图本,徐文钦著,人民日报出版社,0
1422,明史不忍细看,向敬之著,江苏人民出版社,0
1423,明史简述,吴晗著,北京出版社,0
1424,显微镜下的大明,马伯庸著,湖南文艺出版社,0
1425,李岩质疑:明清易代史事探微,顾诚著,光明日报出版社,0
1426,明冤:毛文龙、袁崇焕与明末中国的历史走向,杜车别著,生活·读书·新知三联书店,0
1427,挣扎的帝国:元与明:China in the Yuan and Ming dynasties,(加) 卜正民著,中信出版社,0
1428,黑洞:弘光纪事,李洁非著,人民文学出版社,0
1429,南明史:1644-1662,(美) 司徒琳著,上海人民出版社,0
1430,明末农民战争史,顾诚著,光明日报出版社,0
1431,明朝那些事儿,当年明月著,中国友谊出版公司,0
1432,明朝其实很有趣儿,雾满拦江,文汇出版社,0
1433,张居正改革群体研究,冯明著,中国社会科学出版社,0
1434,明朝锦衣卫和东西厂,吴晗著,中国友谊出版公司,0
1435,南明史,顾诚著,光明日报出版社,0
1436,南明史,顾诚著,北京日报出版社,0
1437,明朝那些事儿.大结局,当年明月著,中国海关出版社,0
1438,明朝后妃与政局演变,林延清等著,人民出版社,0
1439,嘉靖帝的四季:皇帝与首辅,(美) 窦德士著,九州出版社,0
1440,桃花扇底看南朝,张建安著,广东人民出版社,0
1441,细说明朝.第2版,黎东方著,上海人民出版社,0
1442,明末清初大变局,姜越编著,辽宁人民出版社,0
1443,长物:早期现代中国的物质文化与社会状况.第2版,(英) 柯律格著,生活·读书·新知三联书店,0
1444,走进晚明,商传著,商务印书馆,0
1445,长物:早期现代中国的物质文化与社会状况:material culture and social status in early modern China,(英) 柯律格著,三联书店,0
1446,一读就上瘾的明朝史.第一卷,顾道惊城著,台海出版社,0
1447,夜航船全鉴,(明) 张岱著,中国纺织出版社,0
1448,大明卷:明朝极简史艺术画集,刘明编著,人民邮电出版社,0
1449,十字路口的明朝,赵现海著,天地出版社,0
1450,白话精评明史纪事本末,原著 (清) 谷应泰,辽海出版社,0
1451,明史纪事本末,(清) 谷应泰撰,中华书局,0
1452,名山藏,(明) 何喬遠撰,福建人民出版社,0
1453,明朝那些事儿.陆,当年明月著,中国海关出版社,0
1454,跑偏的帝国:大明王朝谁当家,宗承灏著,现代出版社,0
1455,明史十二讲,樊树志著,中华书局,0
1456,奋起东南:南明那些事儿,士承东林著,中国大百科全书出版社,0
1457,明代社会转型与文化变迁,陈宝良著,重庆大学出版社,0
1458,东林沉浮,程万军著,中国民主法制出版社,0
1459,大明风云300年,南宫烈著,中央编译出版社,0
1460,甲申三百年祭,郭沫若著,国家行政学院出版社,0
1461,漫画明朝历史,王立坤著,四川人民出版社,0
1462,大明疑案,傅小凡著,电子工业出版社,0
1463,明帝国与倭寇,(日) 三田村泰助著,四川人民出版社,0
1464,郑和与非洲,李新烽主编,中国社会科学出版社,0
1465,郑和下西洋:1421中国发现世界,(日) 上杉千年著,上海社会科学院出版社,0
1466,郑和下西洋新考,周运中著,中国社会科学出版社,0
1467,郑和下西洋,马骏杰著,中国财政经济出版社,0
1468,朝贡、战争与贸易:大航海时代的明朝,袁灿兴著,天地出版社,0
1469,大顺悲歌,赤脚踏沧浪著,海南出版社,0
1470,重写晚明史:朝廷与党争,樊树志著,中华书局,0
1471,夜航船,(明) 张岱著,中信出版社,0
1472,大明王朝之春夏秋冬,赵柏田著,万卷出版公司,0
1473,神武军容耀天威:明代皇室的尚武活动,(美) 鲁大维著,社会科学文献出版社,0
1474,明朝的拐点:永乐皇帝和他的子孙,赵中男著,东方出版中心,0
1475,崇祯的王朝,夏维中著,江苏人民出版社,0
1476,辛亥革命的前前后后,金冲及著,人民出版社,0
1477,辛亥革命与近代中国社会变迁,朱英主编,华中师范大学出版社,0
1478,革命年代,高华著,广东人民出版社,0
1479,南京大屠杀:第二次世界大战中被遗忘的大浩劫:the forgotten holocaust of World War Ⅱ.第2版,(美) 张纯如著,中信出版社,0
1480,浙江永康 最后的抗战老兵,方军著,山东画报出版社,0
1481,南京大屠杀:第二次世界大战中被遗忘的大浩劫:the forgotten holocaust of world war Ⅱ,(美) 张纯如著,中信出版社,0
1482,南京大屠杀,(美) 张纯如著,东方出版社,0
1483,1937南京记忆,《1937南京记忆》摄制组编著,新世界出版社,0
1484,南京大屠杀史,张宪文主编,南京大学出版社,0
1485,南京大屠杀图录,侵华日军南京大屠杀遇难同胞纪念馆编,五洲传播出版社,0
1486,中国共产党的抗战历程,于化庭著,济南出版社,0
1487,南京大屠杀和日本人的精神构造,津田道夫著,新星出版社,0
1488,联合政府与一党训政:1944-1946年间国共政争.修订本,邓野著,社会科学文献出版社,0
1489,蒋介石的战略布局:1939-1941,邓野著,社会科学文献出版社,0
1490,南京浩劫:被遗忘的大屠杀:the forgotten holocaust of World Way II,(美) 张纯如著,东方出版社,0
1491,东京审判,上海市虹口区档案馆编,上海书店出版社,0
1492,大棋局中的国共关系,吕迅著,社会科学文献出版社,0
1493,蒙元史研究探微,陈有和著,人民出版社,0
1494,瑞羽:一个边汉社会的组织、仪式与认同,石峰著,中国社会科学出版社,0
1495,蒙古帝国中亚征服史,(印) G. D. 古拉提著,社会科学文献出版社,0
1496,鄂温克族精神文化,朝克著,社会科学文献出版社,0
1497,满汉文化交流史话,定宜庄著,社会科学文献出版社,0
1498,中国满族,关凯编著,宁夏人民出版社,0
1499,满族人的那些事儿,徐淦生著,中国文联出版社,0
1500,电视与黎族生活方式的变迁,卿志军著,中国传媒大学出版社,0
1501,元西域人华化考,陈垣著,中华书局,0
1502,匈奴史稿.增补版,陈序经著,北京联合出版公司,0
1503,匈奴通史,林幹著,人民出版社,0
1504,匈奴帝国七百年,陈序经著,天津人民出版社,0
1505,中古中国的粟特胡人:以长安为中心,毕波著,中国人民大学出版社,0
1506,匈奴帝国,张金奎著,中国国际广播出版社,0
1507,大月氏:寻找中亚谜一样的民族,(日) 小谷仲男著,商务印书馆,0
1508,叙利亚战争沉思录:二十一世纪的“微型世界战争”,况腊生著,人民出版社,0
1509,维京时代:从狂战士到海上贸易的开拓者:from berserker to blazer of maritime trade,(瑞典) 安德斯·温罗特著,上海社会科学院出版社,0
1510,巨舰横行:北欧海盗:公元800-1100,游弋主编,江苏教育出版社,0
1511,十字军东征:计划与组织 理性与信仰:reason and religious war in the high middle ages,(美) 克里斯托弗·蒂尔曼著,上海社会科学院出版社,0
1512,古代数学先驱:10位古代数学家的故事,(美) 迈克尔·J. 布拉德利著,上海科学技术文献出版社,0
1513,数学巨匠:从欧拉到冯·诺依曼,约安·詹姆斯著,上海科技教育出版社,0
1514,数学传奇:那些难以企及的人物,蔡天新著,商务印书馆,0
1515,编程人生:15位软件先驱访谈录.上卷,(美) Peter Seibel著,人民邮电出版社,0
1516,编程大师访谈录,(美) Susan Lammers著,人民邮电出版社,0
1517,漫画诺贝尔科学家:生理学或医学奖,胖乐胖乐著,湖南科学技术出版社,0
1518,悟园:40位造园大师背后的故事,(英) 斯蒂芬·安德顿著,华中科技大学出版社,0
