图书ID,书名,作者,出版社,是否借出
936,高级日语笔译,张秀华编著,南开大学出版社,0
937,日语笔译全真模拟试题及解析:3级,主编李均洋,外文出版社,0
938,日语笔译全真模拟试题及解析:2级,主编彭广陆,外文出版社,0
939,新编汉日日汉同声传译教程:从即席翻译到同声传译.第2版,宋协毅编著,外语教学与研究出版社,0
940,新编日汉翻译教程.第2版,庞春兰编著,北京大学出版社,0
941,现代日中辞典,香坂顺一等编,光生馆,0
942,日语词汇分类学习小词典:汉－日－英对照  日－汉词汇表.新版,秋山宣夫编,北京语言大学出版社,0
943,当代日汉汉日大辞典,主编黄幸,北京大学出版社,0
944,标准日汉汉日辞典,主编乔国钧,大连理工大学出版社,0
945,两分铜币:江户川乱步短篇小说选,(日) 江户川乱步著,中国宇航出版社,0
946,新日本世情,(日) 佐佐木瑞枝著,高等教育出版社,0
947,读览日本:日语泛读精粹.一.第2版,张继彤编著,清华大学出版社,0
948,读览日本:日语泛读精粹.二.第2版,张继彤编著,清华大学出版社,0
949,小促音不见了,(德) 斯蒂法诺·冯·隆文,世界图书出版公司,0
950,日语会话一本通:日常日语口语3000句.第2版,周宇燕编著,中国纺织出版社,0
951,论语,孔祥林,外文出版社,0
952,日语入门口语一本通,前田和夫著,北京理工大学出版社,0
953,罗生门:短篇作品选,(日) 芥川龙之介著,华东理工大学出版社,0
954,奥州小路,(日) 松尾芭蕉著,译林出版社,0
955,日语畅谈日本文化,编著王冲,大连理工大学出版社,0
956,图解日语常用场景表达205例:日汉对照,日本京都日本语教育中心著,大连理工大学出版社,0
957,日语时文阅读菁华60篇,主编庄倩,大连理工大学出版社,0
958,宫泽贤治短篇作品选,(日) 宫泽贤治著,华东理工大学出版社,0
959,日语散文精华,主编陆静华,华东师范大学出版社,0
960,堀辰雄短篇小说选集:日文全本,(日) 堀辰雄著,世界图书出版公司,0
961,我的第一本日语阅读书,李娇等编译,中国宇航出版社,0
962,苏州之旅,董敏芳编著,东南大学出版社,0
963,跟经典榜上日剧轻松学口语,主编金静和,北京航空航天大学出版社,0
964,明治文坛的泰斗:夏目漱石,王奕红编著,南京大学出版社,0
965,日本短篇推理小说选,(日) 江户川乱步等著,华东理工大学出版社,0
966,昭和文学的金字塔:太宰治,吕斌编著,南京大学出版社,0
967,新编日语听解教与学参考书.4,总主编陈俊英,中国宇航出版社,0
968,新编日语听解,总主编陈俊英,中国宇航出版社,0
969,日本人の一生,日本語教育学会 [編],日本語教育学会,0
970,日语快速阅读阶梯闯关.高级.高級篇,主编张小玲,南开大学出版社,0
971,我的第一本日语阅读书,赵玉柱编著,中国纺织出版社,0
972,高级日本文学作品导读,杨洪鉴编著,大连理工大学出版社,0
973,日语阅读训练:通过流行语看日本,编著《日语阅读训练——通过流行语看日本》编委会,外语教学与研究出版社,0
974,N1阅读破解练,主编王红,西安交通大学出版社,0
975,日本文化99元素,(日) 白幡洋三郎著,华东理工大学出版社,0
976,春琴抄:日汉对照全译本,(日) 谷崎润一郎著,中国宇航出版社,0
977,舞姬,(日) 森鸥外著,上海世界图书出版公司,0
978,蟹工船:日汉对照全译本,(日)小林多喜二著,中国宇航出版社,0
979,芥川龙之介短篇小说选集:日汉对照,(日) 芥川龙之介著,上海世界图书出版公司,0
980,日本文学史.第2版,主编李光泽,大连理工大学出版社,0
981,轻松开口说日语,主编: 王雅琪,北京航空航天大学出版社,0
982,日本战后日语教育国际化研究,程志燕著,天津人民出版社,0
983,日语教育学概论,(日)川濑生郎著,北京大学出版社,0
984,日语专业本科课程的国际比较研究:以中韩外国语大学为例,席娜著,南开大学出版社,0
985,日本语能力测试阅读理解解题方法与技巧训练.1级,主编李东杰,广东世界图书出版公司,0
986,夏目漱石短篇小说选集:日汉对照,(日) 夏目漱石著,上海世界图书出版公司,0
987,日本语能力测试预测卷,日本语能力测试命题研究专家组编,大连出版社,0
988,我是猫,(日) 夏目漱石著,华东理工大学出版社,0
989,实用日语高频会话集萃.休闲娱乐篇,白洋主编,中国水利水电出版社,0
990,实用日语高频会话集萃.日常生活篇,孙元元主编,中国水利水电出版社,0
991,日本事情シミへス东京,日本语教育学会,日本语教育学会,0
992,晨读夜诵:每天读一点日语短文精华,郑芳编著,华东理工大学出版社,0
993,新編新しい生活,新しい生活編集委員会,東京書籍,0
994,中岛敦作品选,注译张敏生,上海外语教育出版社,0
995,日本民间故事诵读,主编车成利,大连理工大学出版社,0
996,与幸福牵手的时光,于慧编译,中国宇航出版社,0
997,揭秘新日本语能力测试N1读解,主编李振东,外文出版社,0
998,现代日本语口语句典,李斌瑛主编,北京语言大学出版社,0
999,河童·侏儒警语:日汉对照全译本,(日) 芥川龙之介著,中国宇航出版社,0
1000,新编日本社会文化,许建明编著,东南大学出版社,0
1001,日语报刊选读.2016版,申秀逸编译,大连理工大学出版社,0
1002,简明阿拉伯语词法教程,孔德军编著,商务印书馆,0
1003,中国古代文学作品选,总主编沈松勤,北京师范大学出版社,0
1004,诗经·楚辞·曹操集·王勃集,李敖主编,天津古籍出版社,0
1005,中國古代文學作品選.第二卷.第2版,主編郁賢皓,高等教育出版社,0
1006,中國古代文學作品選.繁體字2版,主編郁賢皓,高等教育出版社,0
1007,陶渊明诗文选集,(晋) 陶渊明著,长江文艺出版社,0
1008,诸葛亮集,(三国) 诸葛亮著,中华书局,0
1009,诸葛亮集,袁钟仁导读,凤凰出版社,0
1010,曹植集校注,(三国魏) 曹植著,中华书局,0
1011,阮籍集校注.第2版,(魏) 阮籍著,中华书局,0
1012,全后汉文,(清) 严可均辑,商务印书馆,0
1013,全汉文,(清) 严可均辑,商务印书馆,0
1014,嵇康集.影印本,魯迅輯校,朝华出版社,0
1015,李清照集箋注.第2版,(宋) 李清照著,上海古籍出版社,0
1016,王阳明诗文选,(明) 王阳明撰,中州古籍出版社,0
1017,柳宗元集,张洲导读注译,岳麓书社,0
1018,琅嬛文集,(明) 张岱著,岳麓书社,0
1019,忠正德文集,(宋) 赵鼎撰,上海古籍出版社,0
1020,柳開集,(宋) 柳開撰,中華書局,0
1021,沈周集,(明) 沈周撰,浙江人民美術出版社,0
1022,東坡先生志林.[影印本],(宋) 蘇軾撰,文物出版社有限公司,0
1023,李白集:节选,李白著,国家图书馆出版社,0
1024,欧阳修集,刘扬忠编选,凤凰出版社,0
1025,韓愈文集彙校箋注,(唐) 韓愈著,中华书局,0
1026,陸游選集,朱東潤選注,上海古籍出版社,0
1027,秦观集,刘尊明编选,凤凰出版社,0
1028,辛弃疾集,刘乃昌编选,凤凰出版社,0
1029,樊川文集,(唐) 杜牧著,上海古籍出版社,0
1030,杜牧集系年校注,(唐) 杜牧撰,中华书局,0
1031,瞿佑全集校註,(明) 瞿佑著,浙江古籍出版社,0
1032,纳兰性德全集,纳兰性德著,新世界出版社,0
1033,张岱诗文集,(明) 张岱著,上海古籍出版社,0
1034,隨園十種,(清) 袁枚等著,浙江古籍出版社,0
1035,宋濂全集,(明) 宋濂著,人民文學出版社,0
1036,王維集校注,(唐) 王維撰,中華書局,0
1037,余懷全集,(清) 余懷撰,上海古籍出版社,0
1038,志雅堂雜鈔 雲煙過眼錄 澄懷錄,(宋) 周密撰,中華書局,0
1039,陳洪綬集,(明) 陳洪綬撰,中华书局,0
1040,石涛诗文集,朱良志辑注,北京大学出版社,0
1041,王维集校注,(唐) 王维撰,中华书局,0
1042,衔蝉小录:清代少女撸猫手记,(清) 孙荪意辑,中信出版集团股份有限公司,0
1043,欧阳修全集,(宋)欧阳修著,中华书局,0
1044,曾巩集,(宋) 曾巩撰,中华书局,0
1045,黄庭堅全集,(宋)黄庭堅著,中華書局,0
1046,王安石集:节选,王安石著,国家图书馆出版社,0
1047,萧红文学精品选,萧红著,现代出版社,0
1048,张恨水精选集,张恨水著,北京燕山出版社,0
1049,多余的话,瞿秋白著,中国友谊出版公司,0
1050,你是那人间的四月天,林徽因著,万卷出版公司,0
1051,你是那人间四月天,林徽因著,中国纺织出版社有限公司,0
1052,巴金作品,巴金,长江文艺出版社,0
1053,取钱买彩票:老舍幽默讽刺经典作品选,老舍著,中国书店,0
1054,荷花淀,孙犁,中国青年出版社,0
1055,萧红全集,萧红著,金城出版社,0
1056,你是人间四月天,林徽因著,群言出版社,0
1057,徐志摩集,韩石山编注,花城出版社,0
1058,穆时英精品选,穆时英著,中国书籍出版社,0
1059,中国现代文学经典:1917-2010:精编版,朱栋霖主编,北京大学出版社,0
1060,郁达夫精品选,郁达夫著,中国书籍出版社,0
1061,茶馆,老舍著,中国华侨出版社,0
1062,李叔同集,李叔同著,东方出版社,0
1063,可惜不是你,林徽因著,北京时代华文书局,0
1064,庐隐经典作品.第2版,庐隐著,当代世界出版社,0
1065,穆时英精品文集,穆时英著,团结出版社,0
1066,周瘦鹃文集,主编范伯群,文汇出版社,0
1067,致青春:李大钊散文诗歌选,李大钊著,中国文史出版社,0
1068,内心的真相:瞿秋白散文诗歌选,瞿秋白著,中国文史出版社,0
1069,徐志摩精品选,徐志摩著,中国书籍出版社,0
1070,中国现代文学作品选:1915-2018:四卷本.第四卷.第4版,主编朱栋霖,高等教育出版社,0
1071,茅盾作品精选,茅盾著,长江文艺出版社,0
1072,你站在桥上看风景,卞之琳著,人民文学出版社,0
1073,一个人的“文艺复兴”,白先勇著,广西师范大学出版社,0
1074,霍达作品精选,霍达,长江文艺出版社,0
1075,丁玲作品选,丁玲著,湘潭大学出版社,0
1076,王安忆自选集,王安忆著,天地出版社,0
1077,苏童自选集,苏童著,天地出版社,0
1078,美食家,陆文夫著,江苏凤凰文艺出版社,0
1079,阿城精选集.第4版,阿城著,北京燕山出版社,0
1080,朗读者.Ⅱ,主编董卿,人民文学出版社,0
1081,张抗抗作品精选,张抗抗著,长江文艺出版社,0
1082,欢喜八事,汪曾祺著,天地出版社,0
1083,骑驴找马:让子弹飞,姜文等著,长江文艺出版社,0
1084,长天过大云:太阳照常升起,姜文等著,长江文艺出版社,0
1085,精神明亮的人:王开岭文集:完整版,王开岭著,书海出版社,0
1086,朗读者.3,主编董卿,人民文学出版社,0
1087,朗读者.Ⅱ.1,董卿主编,人民文学出版社,0
1088,大学四年级,王小波著,时代文艺出版社,0
1089,在上戏当考官的那些年,张文龙著,北岳文艺出版社,0
1090,听听那冷雨,余光中著,中国友谊出版公司,0
1091,山地回忆·芦花荡:白洋淀纪事,孙犁著,岳麓书院,0
1092,花田半亩.第4版,田维,昆仑出版社,0
1093,阿城精选集,阿城著,北京燕山出版社,0
1094,我只是一种曾经的存在,潘连根著,安徽师范大学出版社,0
1095,二十夜和一天:附古巴组诗,萧开愚著,华东师范大学出版社,0
1096,作家笔下的吕梁山护工,安艳芳主编,现代出版社,0
1097,雅舍遗珠,梁实秋著,山东画报出版社,0
1098,莫言自选集,莫言著,四川文艺出版社,0
1099,余华作品精选:夏季台风,余华著,长江文艺出版社,0
1100,九万字,叶三著,重庆大学出版社,0
1101,莎菲女士的日记,丁玲著,天津人民出版社,0
1102,张恨水全集:二十五周年纪念版,张恨水著,北岳文艺出版社,0
1103,在山上写诗 画画 盖房子,吕德安著,中信出版集团,0
1104,笑场,李诞著,湖南文艺出版社,0
1105,读库1905,张立宪主编,新星出版社,0
1106,读库1906,主编张立宪,新星出版社,0
1107,读库1903,主编张立宪,新星出版社,0
1108,读库.2001,主编张立宪,新星出版社,0
1109,麦田物语,王安忆著,人民文学出版社,0
1110,像艳遇一样忧伤,钟立风著,广西师范大学出版社,0
1111,自由的夜行,史铁生著,百花洲文艺出版社,0
1112,尘曲,七堇年作品,九州出版社,0
1113,金庸客栈·十年:1997-2007,新浪网友,中国友谊出版公司,0
